Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Taste_Categories,Full-bodied,Lingering,Sour,Sweet
Arabica,Kenya,2017,Green,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,['Sweet'],0,0,0,1
Arabica,Brazil,2015,Blue-Green,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,"['Sweet', 'Lingering']",0,1,0,1
Arabica,El Salvador,2016,Green,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Rwanda,2015,Blue-Green,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,"['Sour', 'Full-bodied', 'Lingering']",1,1,1,0
Arabica,Vietnam,2014,Green,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2015,Green,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,['Sweet'],0,0,0,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2013,Green,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,['Sweet'],0,0,0,1
Arabica,Tanzania,2012,Green,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Indonesia,2017,Blue-Green,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Taiwan,2016,Green,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Costa Rica,2016,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Honduras,2017,Green,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Brazil,2015,Blue-Green,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75,"['Sweet', 'Lingering']",0,1,0,1
Arabica,China,2015,Green,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,China,2015,Green,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,['Sweet'],0,0,0,1
Arabica,Colombia,2014,Blue-Green,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,82.75,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75,"['Sweet', 'Sour']",0,0,1,1
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,['Sweet'],0,0,0,1
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,"['Sweet', 'Sour']",0,0,1,1
Arabica,United States (Hawaii),2013,Green,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Blue-Green,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.75,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.75,"['Sweet', 'Lingering']",0,1,0,1
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Panama,2012,Green,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75,['Sweet'],0,0,0,1
Arabica,Brazil,2017,Green,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,82.67,"['Sweet', 'Sour']",0,0,1,1
Arabica,Brazil,2016,Blue-Green,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Laos,2015,Blue-Green,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,82.67,['Sweet'],0,0,0,1
Arabica,El Salvador,2016,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67,['Lingering'],0,1,0,0
Arabica,Colombia,2015,Green,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67,['Sweet'],0,0,0,1
Arabica,Brazil,2015,Green,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Tanzania,2014,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,['Sweet'],0,0,0,1
Arabica,Tanzania,2014,Green,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,['Sweet'],0,0,0,1
Arabica,Taiwan,2014,Green,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Mexico,2014,Green,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67,['Sweet'],0,0,0,1
Arabica,Uganda,2013,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Taiwan,2013,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Thailand,2013,Blue-Green,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Blue-Green,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,['Sweet'],0,0,0,1
Arabica,Thailand,2012,Blue-Green,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,['Lingering'],0,1,0,0
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,"['Sweet', 'Sour']",0,0,1,1
Arabica,Taiwan,2016,Green,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,['Sweet'],0,0,0,1
Arabica,Brazil,2016,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Indonesia,2015,Blue-Green,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,['Sweet'],0,0,0,1
Arabica,Thailand,2014,Green,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,['Sweet'],0,0,0,1
Arabica,Thailand,2014,Blue-Green,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Uganda,2013,Green,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,['Sweet'],0,0,0,1
Arabica,Costa Rica,2013,Green,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,['Sweet'],0,0,0,1
Arabica,Mexico,2014,Green,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Guatemala,2012,Blue-Green,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,"['Sweet', 'Sour', 'Full-bodied', 'Lingering']",1,1,1,1
Arabica,Colombia,2012,Green,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Brazil,2017,Green,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.5,['Sweet'],0,0,0,1
Arabica,Indonesia,2017,Green,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,['Sweet'],0,0,0,1
Arabica,Honduras,2017,Green,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,['Sweet'],0,0,0,1
Arabica,Guatemala,2016,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Thailand,2014,Green,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,"['Sweet', 'Sour']",0,0,1,1
Arabica,Tanzania,2014,Green,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,['Sweet'],0,0,0,1
Arabica,Tanzania,2014,Blue-Green,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.5,['Sweet'],0,0,0,1
Arabica,Brazil,2013,Blue-Green,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5,['Sweet'],0,0,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,['Sweet'],0,0,0,1
Arabica,Guatemala,2012,Green,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,['Sweet'],0,0,0,1
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,['Sweet'],0,0,0,1
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,"['Sweet', 'Sour']",0,0,1,1
Arabica,Honduras,2017,Green,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2016,Green,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Colombia,2016,Green,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,"['Sweet', 'Sour', 'Full-bodied', 'Lingering']",1,1,1,1
Arabica,China,2015,Green,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,['Sweet'],0,0,0,1
Arabica,Tanzania,2015,Green,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2015,Green,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2014,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,['Sweet'],0,0,0,1
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Peru,2013,Green,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Brazil,2013,Green,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,"['Sweet', 'Sour']",0,0,1,1
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,['Sweet'],0,0,0,1
Arabica,Brazil,2012,Blue-Green,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,['Sweet'],0,0,0,1
Arabica,Colombia,2011,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,['Sweet'],0,0,0,1
Arabica,Honduras,2017,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2016,Green,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2016,Green,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2016,Blue-Green,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Costa Rica,2015,Blue-Green,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Costa Rica,2015,Green,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,China,2015,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2015,Green,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Brazil,2015,Green,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,['Sweet'],0,0,0,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,"['Sweet', 'Sour']",0,0,1,1
Arabica,Malawi,2014,Green,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2014,Blue-Green,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,"['Sour', 'Full-bodied', 'Lingering']",1,1,1,0
Arabica,Guatemala,2014,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Mexico,2014,Green,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Taiwan,2013,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,Taiwan,2013,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,['Sweet'],0,0,0,1
Arabica,Costa Rica,2012,Green,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,['Sweet'],0,0,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2012,Green,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,['Sweet'],0,0,0,1
Arabica,Brazil,2012,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,['Sweet'],0,0,0,1
Arabica,Guatemala,2016,Green,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,['Sweet'],0,0,0,1
Arabica,Brazil,2015,Green,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,['Sweet'],0,0,0,1
Arabica,El Salvador,2014,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,['Full-bodied'],1,0,0,0
Arabica,Honduras,2015,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,['Sweet'],0,0,0,1
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,Brazil,2014,Green,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,Taiwan,2013,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Blue-Green,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,['Sweet'],0,0,0,1
Arabica,El Salvador,2012,Green,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,['Sweet'],0,0,0,1
